3420,1
3258,2
1930,3
1909,4
1854,5
1447,6
1297,7
1243,8
1116,9
1026,10
979,11
948,12
878,13
658,14
630,15
625,16
535,17
373,18
372,19
337,20
336,21
334,22
327,23
246,24
244,25
241,26
231,27
211,28
196,29
171,30
164,31
163,32
162,33
159,34
147,35
140,36
136,37
126,38
123,39
122,40
121,41
117,42
113,43
97,44
96,45
93,46
92,47
88,48
87,49
82,50
76,51
72,52
71,53
71,54
58,55
55,56
53,57
49,58
48,59
46,60
44,61
44,62
44,63
43,64
41,65
38,66
37,67
33,68
32,69
31,70
31,71
30,72
30,73
29,74
28,75
27,76
27,77
27,78
27,79
26,80
26,81
25,82
22,83
22,84
21,85
21,86
18,87
18,88
18,89
17,90
17,91
16,92
15,93
15,94
15,95
15,96
14,97
14,98
14,99
13,100
13,101
13,102
12,103
11,104
11,105
11,106
11,107
11,108
11,109
10,110
10,111
10,112
10,113
10,114
10,115
10,116
9,117
9,118
9,119
9,120
8,121
8,122
8,123
8,124
8,125
7,126
7,127
7,128
7,129
7,130
7,131
6,132
6,133
6,134
6,135
6,136
5,137
5,138
5,139
5,140
5,141
5,142
5,143
5,144
5,145
4,146
4,147
4,148
4,149
4,150
4,151
4,152
4,153
4,154
4,155
4,156
4,157
4,158
3,159
3,160
3,161
3,162
3,163
3,164
3,165
3,166
3,167
3,168
3,169
2,170
2,171
2,172
2,173
2,174
2,175
2,176
2,177
2,178
2,179
2,180
2,181
2,182
2,183
2,184
2,185
2,186
2,187
2,188
2,189
2,190
2,191
2,192
2,193
1,194
1,195
1,196
1,197
1,198
1,199
1,200
1,201
1,202
1,203
1,204
1,205
1,206
1,207
1,208
1,209
1,210
1,211
1,212
1,213
1,214
1,215
1,216
1,217
1,218
1,219
1,220
1,221
1,222
1,223
1,224
1,225
1,226
1,227
1,228
1,229
1,230
1,231
1,232
1,233
1,234
1,235
1,236
1,237
1,238
